dep;week;P;T;cl_age90;pop
09;2021-S02;39;660;49;18797
09;2021-S02;41;740;59;21635
09;2021-S02;31;548;69;22639
09;2021-S02;23;413;79;16403
09;2021-S02;23;286;89;10157
09;2021-S02;11;168;90;3269
09;2021-S02;261;4449;0;152398
09;2021-S03;14;152;09;14332
09;2021-S03;33;486;19;16386
09;2021-S03;39;506;29;12982
09;2021-S03;42;649;39;15798
09;2021-S03;39;777;49;18797
09;2021-S03;51;772;59;21635
09;2021-S03;41;532;69;22639
09;2021-S03;22;396;79;16403
09;2021-S03;22;345;89;10157
09;2021-S03;8;199;90;3269
09;2021-S03;311;4815;0;152398
10;2020-S21;0;29;09;35109
10;2020-S21;1;50;19;39404
10;2020-S21;2;122;29;33165
10;2020-S21;2;145;39;36584
10;2020-S21;4;140;49;38394
10;2020-S21;5;159;59;39551
10;2020-S21;1;112;69;38744
10;2020-S21;2;88;79;28146
10;2020-S21;1;97;89;16154
10;2020-S21;0;48;90;4656
10;2020-S21;18;990;0;309907
10;2020-S22;0;37;09;35109
10;2020-S22;0;62;19;39404
10;2020-S22;3;104;29;33165
10;2020-S22;2;148;39;36584
10;2020-S22;3;148;49;38394
10;2020-S22;1;135;59;39551
10;2020-S22;4;114;69;38744
10;2020-S22;0;89;79;28146
10;2020-S22;2;80;89;16154
10;2020-S22;6;45;90;4656
10;2020-S22;21;962;0;309907
10;2020-S23;0;18;09;35109
10;2020-S23;1;33;19;39404
10;2020-S23;0;78;29;33165
10;2020-S23;1;78;39;36584
10;2020-S23;1;99;49;38394
10;2020-S23;0;86;59;39551
10;2020-S23;0;85;69;38744
10;2020-S23;1;73;79;28146
10;2020-S23;1;54;89;16154
10;2020-S23;1;35;90;4656
10;2020-S23;6;640;0;309907
10;2020-S24;0;30;09;35109
10;2020-S24;0;45;19;39404
10;2020-S24;0;75;29;33165
10;2020-S24;1;78;39;36584
10;2020-S24;1;78;49;38394
10;2020-S24;0;73;59;39551
10;2020-S24;0;82;69;38744
10;2020-S24;1;85;79;28146
10;2020-S24;0;68;89;16154
10;2020-S24;0;28;90;4656
10;2020-S24;3;642;0;309907
10;2020-S25;0;32;09;35109
10;2020-S25;2;38;19;39404
10;2020-S25;1;76;29;33165
10;2020-S25;1;82;39;36584
10;2020-S25;0;61;49;38394
10;2020-S25;1;92;59;39551
10;2020-S25;0;81;69;38744
10;2020-S25;0;89;79;28146
10;2020-S25;0;62;89;16154
10;2020-S25;0;26;90;4656
10;2020-S25;5;639;0;309907
10;2020-S26;0;26;09;35109
10;2020-S26;0;46;19;39404
10;2020-S26;0;99;29;33165
10;2020-S26;0;90;39;36584
10;2020-S26;1;97;49;38394
10;2020-S26;0;85;59;39551
10;2020-S26;0;76;69;38744
10;2020-S26;0;71;79;28146
10;2020-S26;0;69;89;16154
10;2020-S26;0;23;90;4656
10;2020-S26;1;682;0;309907
10;2020-S27;0;38;09;35109
10;2020-S27;0;77;19;39404
10;2020-S27;1;95;29;33165
10;2020-S27;0;95;39;36584
10;2020-S27;0;106;49;38394
10;2020-S27;0;78;59;39551
10;2020-S27;0;111;69;38744
10;2020-S27;0;71;79;28146
10;2020-S27;1;73;89;16154
10;2020-S27;0;35;90;4656
10;2020-S27;2;779;0;309907
10;2020-S28;1;72;09;35109
10;2020-S28;0;72;19;39404
10;2020-S28;3;155;29;33165
10;2020-S28;1;139;39;36584
10;2020-S28;0;88;49;38394
10;2020-S28;0;110;59;39551
10;2020-S28;0;105;69;38744
10;2020-S28;0;79;79;28146
10;2020-S28;1;75;89;16154
10;2020-S28;0;29;90;4656
10;2020-S28;6;924;0;309907
10;2020-S29;0;83;09;35109
10;2020-S29;0;97;19;39404
10;2020-S29;2;151;29;33165
10;2020-S29;3;186;39;36584
10;2020-S29;2;138;49;38394
10;2020-S29;1;166;59;39551
10;2020-S29;0;155;69;38744
10;2020-S29;0;129;79;28146
10;2020-S29;0;74;89;16154
10;2020-S29;0;32;90;4656
10;2020-S29;8;1211;0;309907
10;2020-S30;0;84;09;35109
10;2020-S30;2;168;19;39404
10;2020-S30;0;251;29;33165
10;2020-S30;0;308;39;36584
10;2020-S30;1;276;49;38394
10;2020-S30;0;264;59;39551
10;2020-S30;0;251;69;38744
10;2020-S30;1;243;79;28146
10;2020-S30;0;113;89;16154
10;2020-S30;0;30;90;4656
10;2020-S30;4;1991;0;309907
10;2020-S31;1;79;09;35109
10;2020-S31;2;179;19;39404
10;2020-S31;3;309;29;33165
10;2020-S31;2;331;39;36584
10;2020-S31;0;289;49;38394
10;2020-S31;2;295;59;39551
10;2020-S31;1;400;69;38744
10;2020-S31;2;336;79;28146
10;2020-S31;0;145;89;16154
10;2020-S31;0;42;90;4656
10;2020-S31;13;2406;0;309907
10;2020-S32;0;61;09;35109
10;2020-S32;6;189;19;39404
10;2020-S32;8;273;29;33165
10;2020-S32;2;287;39;36584
10;2020-S32;4;235;49;38394
10;2020-S32;0;223;59;39551
10;2020-S32;2;212;69;38744
10;2020-S32;2;181;79;28146
10;2020-S32;1;112;89;16154
10;2020-S32;0;20;90;4656
10;2020-S32;25;1793;0;309907
10;2020-S33;1;62;09;35109
10;2020-S33;6;242;19;39404
10;2020-S33;4;363;29;33165
10;2020-S33;6;316;39;36584
10;2020-S33;5;302;49;38394
10;2020-S33;5;322;59;39551
10;2020-S33;3;255;69;38744
10;2020-S33;8;264;79;28146
10;2020-S33;1;131;89;16154
10;2020-S33;0;39;90;4656
10;2020-S33;39;2297;0;309907
10;2020-S34;7;84;09;35109
10;2020-S34;8;432;19;39404
10;2020-S34;23;639;29;33165
10;2020-S34;9;495;39;36584
10;2020-S34;9;526;49;38394
10;2020-S34;10;516;59;39551
10;2020-S34;10;452;69;38744
10;2020-S34;5;280;79;28146
10;2020-S34;0;151;89;16154
10;2020-S34;1;54;90;4656
10;2020-S34;82;3630;0;309907
10;2020-S35;5;76;09;35109
10;2020-S35;9;383;19;39404
10;2020-S35;19;647;29;33165
10;2020-S35;11;540;39;36584
10;2020-S35;12;645;49;38394
10;2020-S35;10;650;59;39551
10;2020-S35;7;578;69;38744
10;2020-S35;0;489;79;28146
10;2020-S35;4;226;89;16154
10;2020-S35;0;61;90;4656
10;2020-S35;77;4297;0;309907
10;2020-S36;6;134;09;35109
10;2020-S36;7;310;19;39404
10;2020-S36;20;695;29;33165
10;2020-S36;18;645;39;36584
10;2020-S36;9;525;49;38394
10;2020-S36;10;547;59;39551
10;2020-S36;3;566;69;38744
10;2020-S36;2;464;79;28146
10;2020-S36;0;240;89;16154
10;2020-S36;0;70;90;4656
10;2020-S36;75;4200;0;309907
10;2020-S37;10;514;09;35109
10;2020-S37;32;949;19;39404
10;2020-S37;41;865;29;33165
10;2020-S37;15;672;39;36584
10;2020-S37;8;532;49;38394
10;2020-S37;6;476;59;39551
10;2020-S37;7;305;69;38744
10;2020-S37;6;242;79;28146
10;2020-S37;2;147;89;16154
10;2020-S37;0;49;90;4656
10;2020-S37;127;4752;0;309907
10;2020-S38;5;362;09;35109
10;2020-S38;24;793;19;39404
10;2020-S38;34;658;29;33165
10;2020-S38;18;547;39;36584
10;2020-S38;19;493;49;38394
10;2020-S38;17;430;59;39551
10;2020-S38;12;350;69;38744
10;2020-S38;4;265;79;28146
10;2020-S38;6;197;89;16154
10;2020-S38;0;82;90;4656
10;2020-S38;139;4177;0;309907
10;2020-S39;4;117;09;35109
10;2020-S39;25;598;19;39404
10;2020-S39;31;597;29;33165
10;2020-S39;18;490;39;36584
10;2020-S39;21;387;49;38394
10;2020-S39;25;394;59;39551
10;2020-S39;11;339;69;38744
10;2020-S39;5;241;79;28146
10;2020-S39;1;145;89;16154
10;2020-S39;0;61;90;4656
10;2020-S39;141;3374;0;309907
10;2020-S40;5;64;09;35109
10;2020-S40;28;568;19;39404
10;2020-S40;36;620;29;33165
10;2020-S40;30;429;39;36584
10;2020-S40;30;443;49;38394
10;2020-S40;30;398;59;39551
10;2020-S40;18;331;69;38744
10;2020-S40;15;291;79;28146
10;2020-S40;6;179;89;16154
10;2020-S40;0;80;90;4656
10;2020-S40;198;3405;0;309907
10;2020-S41;13;131;09;35109
10;2020-S41;72;820;19;39404
10;2020-S41;82;789;29;33165
10;2020-S41;49;652;39;36584
10;2020-S41;58;698;49;38394
10;2020-S41;60;622;59;39551
10;2020-S41;50;427;69;38744
10;2020-S41;29;382;79;28146
10;2020-S41;11;220;89;16154
10;2020-S41;6;92;90;4656
10;2020-S41;431;4834;0;309907
10;2020-S42;12;164;09;35109
10;2020-S42;85;1244;19;39404
10;2020-S42;97;1087;29;33165
10;2020-S42;90;905;39;36584
10;2020-S42;79;893;49;38394
10;2020-S42;96;796;59;39551
10;2020-S42;60;565;69;38744
10;2020-S42;35;442;79;28146
10;2020-S42;26;305;89;16154
10;2020-S42;6;157;90;4656
10;2020-S42;586;6559;0;309907
10;2020-S43;24;203;09;35109
10;2020-S43;90;974;19;39404
10;2020-S43;180;1419;29;33165
10;2020-S43;156;1221;39;36584
10;2020-S43;184;1214;49;38394
10;2020-S43;176;1140;59;39551
10;2020-S43;100;665;69;38744
10;2020-S43;86;504;79;28146
10;2020-S43;76;425;89;16154
10;2020-S43;54;279;90;4656
10;2020-S43;1126;8044;0;309907
10;2020-S44;21;205;09;35109
10;2020-S44;142;902;19;39404
10;2020-S44;246;1412;29;33165
10;2020-S44;213;1323;39;36584
10;2020-S44;224;1300;49;38394
10;2020-S44;198;1237;59;39551
10;2020-S44;141;876;69;38744
10;2020-S44;109;679;79;28146
10;2020-S44;89;521;89;16154
10;2020-S44;43;349;90;4656
10;2020-S44;1426;8805;0;309907
10;2020-S45;32;222;09;35109
10;2020-S45;130;1038;19;39404
10;2020-S45;161;1360;29;33165
10;2020-S45;150;1254;39;36584
10;2020-S45;175;1262;49;38394
10;2020-S45;185;1276;59;39551
10;2020-S45;133;930;69;38744
10;2020-S45;117;732;79;28146
10;2020-S45;73;526;89;16154
10;2020-S45;41;364;90;4656
10;2020-S45;1197;8970;0;309907
10;2020-S46;15;194;09;35109
10;2020-S46;98;898;19;39404
10;2020-S46;94;904;29;33165
10;2020-S46;98;929;39;36584
10;2020-S46;98;992;49;38394
10;2020-S46;107;957;59;39551
10;2020-S46;76;700;69;38744
10;2020-S46;53;567;79;28146
10;2020-S46;88;533;89;16154
10;2020-S46;31;346;90;4656
10;2020-S46;759;7040;0;309907
10;2020-S47;27;194;09;35109
10;2020-S47;96;936;19;39404
10;2020-S47;77;815;29;33165
10;2020-S47;87;963;39;36584
10;2020-S47;109;1024;49;38394
10;2020-S47;96;920;59;39551
10;2020-S47;43;609;69;38744
10;2020-S47;62;600;79;28146
10;2020-S47;54;482;89;16154
10;2020-S47;33;314;90;4656
10;2020-S47;684;6858;0;309907
10;2020-S48;19;199;09;35109
10;2020-S48;72;970;19;39404
10;2020-S48;56;748;29;33165
10;2020-S48;70;830;39;36584
10;2020-S48;66;851;49;38394
10;2020-S48;63;808;59;39551
10;2020-S48;33;636;69;38744
10;2020-S48;30;538;79;28146
10;2020-S48;30;400;89;16154
10;2020-S48;24;275;90;4656
10;2020-S48;463;6255;0;309907
10;2020-S49;13;151;09;35109
10;2020-S49;37;671;19;39404
10;2020-S49;65;730;29;33165
10;2020-S49;59;814;39;36584
10;2020-S49;42;740;49;38394
10;2020-S49;50;795;59;39551
10;2020-S49;35;652;69;38744
10;2020-S49;33;564;79;28146
10;2020-S49;25;449;89;16154
10;2020-S49;21;326;90;4656
10;2020-S49;380;5893;0;309907
10;2020-S50;9;175;09;35109
10;2020-S50;31;647;19;39404
10;2020-S50;67;961;29;33165
10;2020-S50;70;1038;39;36584
10;2020-S50;58;918;49;38394
10;2020-S50;71;973;59;39551
10;2020-S50;38;746;69;38744
10;2020-S50;29;632;79;28146
10;2020-S50;23;522;89;16154
10;2020-S50;15;383;90;4656
10;2020-S50;411;7000;0;309907
10;2020-S51;10;226;09;35109
10;2020-S51;51;895;19;39404
10;2020-S51;75;1298;29;33165
10;2020-S51;62;1303;39;36584
10;2020-S51;87;1249;49;38394
10;2020-S51;76;1163;59;39551
10;2020-S51;61;1032;69;38744
10;2020-S51;32;760;79;28146
10;2020-S51;43;522;89;16154
10;2020-S51;44;398;90;4656
10;2020-S51;541;8849;0;309907
10;2020-S52;11;309;09;35109
10;2020-S52;52;1197;19;39404
10;2020-S52;62;1762;29;33165
10;2020-S52;73;1815;39;36584
10;2020-S52;66;1839;49;38394
10;2020-S52;59;1734;59;39551
10;2020-S52;60;1387;69;38744
10;2020-S52;46;1024;79;28146
10;2020-S52;37;527;89;16154
10;2020-S52;41;326;90;4656
10;2020-S52;508;11923;0;309907
10;2020-S53;20;142;09;35109
10;2020-S53;74;835;19;39404
10;2020-S53;72;1318;29;33165
10;2020-S53;71;1189;39;36584
10;2020-S53;68;1075;49;38394
10;2020-S53;86;1100;59;39551
10;2020-S53;68;872;69;38744
10;2020-S53;30;660;79;28146
10;2020-S53;28;504;89;16154
10;2020-S53;18;387;90;4656
10;2020-S53;535;8082;0;309907
10;2021-S01;14;191;09;35109
10;2021-S01;81;787;19;39404
10;2021-S01;86;1280;29;33165
10;2021-S01;76;1275;39;36584
10;2021-S01;75;1225;49;38394
10;2021-S01;71;1242;59;39551
10;2021-S01;86;1024;69;38744
10;2021-S01;62;821;79;28146
10;2021-S01;37;610;89;16154
10;2021-S01;12;390;90;4656
10;2021-S01;600;8847;0;309907
10;2021-S02;19;218;09;35109
10;2021-S02;71;956;19;39404
10;2021-S02;66;1143;29;33165
10;2021-S02;81;1285;39;36584
10;2021-S02;61;1091;49;38394
10;2021-S02;65;1216;59;39551
10;2021-S02;45;937;69;38744
10;2021-S02;35;678;79;28146
10;2021-S02;26;503;89;16154
10;2021-S02;23;300;90;4656
10;2021-S02;492;8329;0;309907
10;2021-S03;17;236;09;35109
10;2021-S03;81;1234;19;39404
10;2021-S03;71;1110;29;33165
10;2021-S03;78;1177;39;36584
10;2021-S03;64;1197;49;38394
10;2021-S03;71;1150;59;39551
10;2021-S03;41;871;69;38744
10;2021-S03;38;683;79;28146
10;2021-S03;38;486;89;16154
10;2021-S03;29;325;90;4656
10;2021-S03;528;8470;0;309907
11;2020-S21;0;57;09;36668
11;2020-S21;0;83;19;41976
11;2020-S21;0;151;29;30786
11;2020-S21;3;187;39;39384
11;2020-S21;3;222;49;45681
11;2020-S21;0;218;59;51248
11;2020-S21;3;202;69;54211
11;2020-S21;2;194;79;42651
11;2020-S21;5;200;89;23159
11;2020-S21;8;180;90;6941
11;2020-S21;24;1694;0;372705
11;2020-S22;0;51;09;36668
11;2020-S22;0;88;19;41976
11;2020-S22;1;128;29;30786
11;2020-S22;0;139;39;39384
11;2020-S22;0;165;49;45681
11;2020-S22;0;164;59;51248
11;2020-S22;0;161;69;54211
11;2020-S22;1;179;79;42651
11;2020-S22;0;174;89;23159
11;2020-S22;1;78;90;6941
11;2020-S22;3;1328;0;372705
11;2020-S23;0;34;09;36668
11;2020-S23;0;70;19;41976
11;2020-S23;0;153;29;30786
11;2020-S23;1;151;39;39384
11;2020-S23;0;120;49;45681
11;2020-S23;0;141;59;51248
11;2020-S23;0;147;69;54211
11;2020-S23;1;161;79;42651
11;2020-S23;0;147;89;23159
11;2020-S23;0;73;90;6941
11;2020-S23;2;1198;0;372705
11;2020-S24;0;43;09;36668
11;2020-S24;0;68;19;41976
11;2020-S24;0;173;29;30786
11;2020-S24;0;160;39;39384
11;2020-S24;0;150;49;45681
11;2020-S24;0;146;59;51248
11;2020-S24;0;145;69;54211
11;2020-S24;2;142;79;42651
11;2020-S24;0;136;89;23159
11;2020-S24;0;62;90;6941
11;2020-S24;2;1225;0;372705
11;2020-S25;0;42;09;36668
11;2020-S25;0;76;19;41976
11;2020-S25;0;154;29;30786
11;2020-S25;0;146;39;39384
11;2020-S25;3;138;49;45681
11;2020-S25;0;127;59;51248
11;2020-S25;0;141;69;54211
11;2020-S25;0;179;79;42651
11;2020-S25;2;132;89;23159
11;2020-S25;1;62;90;6941
11;2020-S25;6;1197;0;372705
11;2020-S26;0;49;09;36668
11;2020-S26;0;74;19;41976
11;2020-S26;0;114;29;30786
11;2020-S26;0;129;39;39384
11;2020-S26;0;113;49;45681
11;2020-S26;0;131;59;51248
11;2020-S26;0;160;69;54211
11;2020-S26;0;181;79;42651
11;2020-S26;0;125;89;23159
11;2020-S26;0;54;90;6941
11;2020-S26;0;1130;0;372705
11;2020-S27;0;66;09;36668
11;2020-S27;0;77;19;41976
11;2020-S27;0;105;29;30786
11;2020-S27;0;115;39;39384
11;2020-S27;0;119;49;45681
11;2020-S27;0;114;59;51248
11;2020-S27;0;147;69;54211
11;2020-S27;0;157;79;42651
11;2020-S27;0;151;89;23159
11;2020-S27;2;63;90;6941
11;2020-S27;2;1115;0;372705
11;2020-S28;0;63;09;36668
11;2020-S28;0;87;19;41976
11;2020-S28;1;138;29;30786
11;2020-S28;0;163;39;39384
11;2020-S28;0;131;49;45681
11;2020-S28;0;135;59;51248
11;2020-S28;0;146;69;54211
11;2020-S28;0;147;79;42651
11;2020-S28;0;108;89;23159
11;2020-S28;0;61;90;6941
11;2020-S28;1;1185;0;372705
11;2020-S29;0;92;09;36668
11;2020-S29;0;128;19;41976
11;2020-S29;1;156;29;30786
11;2020-S29;0;191;39;39384
11;2020-S29;0;193;49;45681
11;2020-S29;0;161;59;51248
11;2020-S29;0;196;69;54211
11;2020-S29;0;189;79;42651
11;2020-S29;0;114;89;23159
11;2020-S29;0;78;90;6941
11;2020-S29;1;1504;0;372705
11;2020-S30;0;91;09;36668
11;2020-S30;1;176;19;41976
11;2020-S30;1;227;29;30786
11;2020-S30;0;232;39;39384
11;2020-S30;0;224;49;45681
11;2020-S30;1;210;59;51248
11;2020-S30;0;221;69;54211
11;2020-S30;5;170;79;42651
11;2020-S30;0;129;89;23159
11;2020-S30;0;62;90;6941
11;2020-S30;8;1753;0;372705
11;2020-S31;0;87;09;36668
11;2020-S31;0;188;19;41976
11;2020-S31;1;220;29;30786
11;2020-S31;0;248;39;39384
11;2020-S31;0;274;49;45681
11;2020-S31;0;229;59;51248
11;2020-S31;1;301;69;54211
11;2020-S31;1;292;79;42651
11;2020-S31;0;142;89;23159
11;2020-S31;0;69;90;6941
11;2020-S31;3;2058;0;372705
11;2020-S32;1;85;09;36668
11;2020-S32;1;214;19;41976
11;2020-S32;11;293;29;30786
11;2020-S32;0;250;39;39384
11;2020-S32;0;258;49;45681
11;2020-S32;0;259;59;51248
11;2020-S32;1;236;69;54211
11;2020-S32;0;226;79;42651
11;2020-S32;0;149;89;23159
11;2020-S32;0;79;90;6941
11;2020-S32;14;2054;0;372705
11;2020-S33;0;84;09;36668
11;2020-S33;6;249;19;41976
11;2020-S33;18;430;29;30786
11;2020-S33;5;324;39;39384
11;2020-S33;11;332;49;45681
11;2020-S33;3;315;59;51248
11;2020-S33;1;269;69;54211
11;2020-S33;0;207;79;42651
11;2020-S33;0;145;89;23159
11;2020-S33;0;57;90;6941
11;2020-S33;44;2415;0;372705
11;2020-S34;2;117;09;36668
11;2020-S34;4;403;19;41976
11;2020-S34;16;654;29;30786
11;2020-S34;15;515;39;39384
11;2020-S34;7;528;49;45681
11;2020-S34;9;556;59;51248
11;2020-S34;6;440;69;54211
11;2020-S34;4;365;79;42651
11;2020-S34;0;165;89;23159
11;2020-S34;0;57;90;6941
11;2020-S34;63;3808;0;372705
11;2020-S35;2;144;09;36668
11;2020-S35;5;504;19;41976
11;2020-S35;30;873;29;30786
11;2020-S35;14;732;39;39384
11;2020-S35;18;768;49;45681
11;2020-S35;14;760;59;51248
11;2020-S35;12;565;69;54211
11;2020-S35;5;386;79;42651
11;2020-S35;1;250;89;23159
11;2020-S35;0;134;90;6941
11;2020-S35;101;5121;0;372705
11;2020-S36;8;219;09;36668
11;2020-S36;25;500;19;41976
11;2020-S36;50;890;29;30786
11;2020-S36;35;841;39;39384
11;2020-S36;30;815;49;45681
11;2020-S36;20;693;59;51248
11;2020-S36;9;653;69;54211
11;2020-S36;5;437;79;42651
11;2020-S36;2;255;89;23159
11;2020-S36;0;117;90;6941
11;2020-S36;184;5423;0;372705
11;2020-S37;7;708;09;36668
11;2020-S37;13;943;19;41976
11;2020-S37;41;1061;29;30786
11;2020-S37;18;1152;39;39384
11;2020-S37;12;1004;49;45681
11;2020-S37;28;913;59;51248
11;2020-S37;15;662;69;54211
11;2020-S37;10;477;79;42651
11;2020-S37;5;320;89;23159
11;2020-S37;1;202;90;6941
11;2020-S37;151;7450;0;372705
11;2020-S38;0;429;09;36668
11;2020-S38;45;1174;19;41976
11;2020-S38;44;984;29;30786
11;2020-S38;14;950;39;39384
11;2020-S38;22;903;49;45681
11;2020-S38;38;888;59;51248
11;2020-S38;16;613;69;54211
11;2020-S38;18;433;79;42651
11;2020-S38;8;244;89;23159
11;2020-S38;4;126;90;6941
11;2020-S38;212;6752;0;372705
11;2020-S39;5;178;09;36668
11;2020-S39;67;1122;19;41976
11;2020-S39;67;900;29;30786
11;2020-S39;27;734;39;39384
11;2020-S39;20;721;49;45681
11;2020-S39;27;714;59;51248
11;2020-S39;20;547;69;54211
11;2020-S39;9;428;79;42651
11;2020-S39;3;252;89;23159
11;2020-S39;0;163;90;6941
11;2020-S39;245;5763;0;372705
11;2020-S40;3;128;09;36668
11;2020-S40;68;1195;19;41976
11;2020-S40;74;1098;29;30786
11;2020-S40;29;834;39;39384
11;2020-S40;44;879;49;45681
11;2020-S40;19;850;59;51248
11;2020-S40;18;570;69;54211
11;2020-S40;11;416;79;42651
11;2020-S40;5;243;89;23159
11;2020-S40;4;139;90;6941
11;2020-S40;275;6358;0;372705
11;2020-S41;6;177;09;36668
11;2020-S41;66;1236;19;41976
11;2020-S41;80;1073;29;30786
11;2020-S41;48;862;39;39384
11;2020-S41;57;927;49;45681
11;2020-S41;39;831;59;51248
11;2020-S41;34;594;69;54211
11;2020-S41;27;422;79;42651
11;2020-S41;17;305;89;23159
11;2020-S41;15;234;90;6941
11;2020-S41;389;6676;0;372705
11;2020-S42;8;201;09;36668
11;2020-S42;59;1368;19;41976
11;2020-S42;74;1076;29;30786
11;2020-S42;78;1091;39;39384
11;2020-S42;88;1161;49;45681
11;2020-S42;79;1032;59;51248
11;2020-S42;72;744;69;54211
11;2020-S42;36;554;79;42651
11;2020-S42;17;382;89;23159
11;2020-S42;14;273;90;6941
11;2020-S42;525;7894;0;372705
11;2020-S43;15;206;09;36668
11;2020-S43;96;1003;19;41976
11;2020-S43;125;1175;29;30786
11;2020-S43;143;1209;39;39384
11;2020-S43;149;1306;49;45681
11;2020-S43;142;1240;59;51248
11;2020-S43;116;865;69;54211
11;2020-S43;58;693;79;42651
11;2020-S43;46;517;89;23159
11;2020-S43;36;371;90;6941
11;2020-S43;929;8604;0;372705
11;2020-S44;20;277;09;36668
11;2020-S44;112;1074;19;41976
11;2020-S44;167;1533;29;30786
11;2020-S44;174;1652;39;39384
11;2020-S44;167;1635;49;45681
11;2020-S44;214;1671;59;51248
11;2020-S44;142;1262;69;54211
11;2020-S44;108;945;79;42651
11;2020-S44;58;626;89;23159
11;2020-S44;47;399;90;6941
11;2020-S44;1215;11095;0;372705
11;2020-S45;43;327;09;36668
11;2020-S45;162;1382;19;41976
11;2020-S45;128;1739;29;30786
11;2020-S45;186;1746;39;39384
11;2020-S45;178;1896;49;45681
11;2020-S45;193;1907;59;51248
11;2020-S45;150;1388;69;54211
11;2020-S45;90;1065;79;42651
11;2020-S45;78;898;89;23159
11;2020-S45;31;697;90;6941
11;2020-S45;1241;13068;0;372705
11;2020-S46;30;311;09;36668
11;2020-S46;82;1218;19;41976
11;2020-S46;73;1173;29;30786
11;2020-S46;87;1299;39;39384
11;2020-S46;79;1384;49;45681
11;2020-S46;88;1336;59;51248
11;2020-S46;82;1015;69;54211
11;2020-S46;43;830;79;42651
11;2020-S46;63;692;89;23159
11;2020-S46;32;465;90;6941
11;2020-S46;662;9741;0;372705
11;2020-S47;9;190;09;36668
11;2020-S47;40;814;19;41976
11;2020-S47;32;892;29;30786
11;2020-S47;37;889;39;39384
11;2020-S47;68;962;49;45681
11;2020-S47;29;1050;59;51248
11;2020-S47;35;812;69;54211
11;2020-S47;27;730;79;42651
11;2020-S47;24;578;89;23159
11;2020-S47;16;370;90;6941
11;2020-S47;318;7292;0;372705
11;2020-S48;4;123;09;36668
11;2020-S48;34;680;19;41976
11;2020-S48;17;670;29;30786
11;2020-S48;21;706;39;39384
11;2020-S48;21;840;49;45681
11;2020-S48;33;864;59;51248
11;2020-S48;14;727;69;54211
11;2020-S48;8;688;79;42651
11;2020-S48;17;499;89;23159
11;2020-S48;10;340;90;6941
11;2020-S48;183;6148;0;372705
11;2020-S49;4;128;09;36668
11;2020-S49;65;1287;19;41976
11;2020-S49;23;685;29;30786
11;2020-S49;16;708;39;39384
11;2020-S49;39;910;49;45681
11;2020-S49;27;810;59;51248
11;2020-S49;19;727;69;54211
11;2020-S49;13;673;79;42651
11;2020-S49;12;423;89;23159
11;2020-S49;11;241;90;6941
11;2020-S49;231;6599;0;372705
11;2020-S50;6;145;09;36668
11;2020-S50;49;1294;19;41976
11;2020-S50;30;862;29;30786
11;2020-S50;27;914;39;39384
11;2020-S50;36;987;49;45681
11;2020-S50;28;975;59;51248
11;2020-S50;16;793;69;54211
11;2020-S50;12;653;79;42651
11;2020-S50;11;430;89;23159
11;2020-S50;9;266;90;6941
11;2020-S50;224;7325;0;372705
11;2020-S51;10;233;09;36668
11;2020-S51;32;1161;19;41976
11;2020-S51;33;1206;29;30786
11;2020-S51;35;1373;39;39384
11;2020-S51;45;1462;49;45681
11;2020-S51;41;1520;59;51248
11;2020-S51;20;1193;69;54211
11;2020-S51;18;1002;79;42651
11;2020-S51;27;580;89;23159
11;2020-S51;23;334;90;6941
11;2020-S51;285;10072;0;372705
11;2020-S52;3;314;09;36668
11;2020-S52;36;1459;19;41976
11;2020-S52;67;2056;29;30786
11;2020-S52;49;2103;39;39384
11;2020-S52;52;2354;49;45681
11;2020-S52;52;2373;59;51248
11;2020-S52;35;1837;69;54211
11;2020-S52;29;1358;79;42651
11;2020-S52;20;738;89;23159
11;2020-S52;19;409;90;6941
11;2020-S52;362;15006;0;372705
11;2020-S53;9;156;09;36668
11;2020-S53;61;896;19;41976
11;2020-S53;55;1620;29;30786
11;2020-S53;72;1400;39;39384
11;2020-S53;93;1424;49;45681
11;2020-S53;64;1427;59;51248
11;2020-S53;47;1164;69;54211
11;2020-S53;46;851;79;42651
11;2020-S53;28;518;89;23159
11;2020-S53;29;275;90;6941
11;2020-S53;504;9737;0;372705
11;2021-S01;19;200;09;36668
11;2021-S01;113;1145;19;41976
11;2021-S01;96;1664;29;30786
11;2021-S01;92;1647;39;39384
11;2021-S01;95;1735;49;45681
11;2021-S01;63;1753;59;51248
11;2021-S01;65;1383;69;54211
11;2021-S01;65;1111;79;42651
11;2021-S01;40;765;89;23159
11;2021-S01;28;493;90;6941
11;2021-S01;676;11901;0;372705
11;2021-S02;17;260;09;36668
11;2021-S02;97;1756;19;41976
11;2021-S02;110;1574;29;30786
11;2021-S02;86;1760;39;39384
11;2021-S02;96;1727;49;45681
11;2021-S02;88;1772;59;51248
11;2021-S02;55;1359;69;54211
11;2021-S02;47;1033;79;42651
11;2021-S02;44;676;89;23159
11;2021-S02;18;365;90;6941
11;2021-S02;659;12296;0;372705
11;2021-S03;33;442;09;36668
11;2021-S03;78;1943;19;41976
11;2021-S03;84;1481;29;30786
11;2021-S03;109;1676;39;39384
11;2021-S03;84;1743;49;45681
11;2021-S03;106;1716;59;51248
11;2021-S03;66;1345;69;54211
11;2021-S03;57;1109;79;42651
11;2021-S03;68;746;89;23159
11;2021-S03;40;484;90;6941
11;2021-S03;725;12695;0;372705
